user_id,poi_id,timestamp
synth_user_1,4ee09fc19a52e7f5b8fc73e1,Wed Jul 04 05:39:07 +0000 2012
synth_user_1,4b14853ef964a5202da423e3,Sat Dec 15 10:50:13 +0000 2012
synth_user_1,4ec4a1b1e5fa74ea530619fc,Wed May 09 03:15:27 +0000 2012
synth_user_1,4cd4f6e2886cb60cee688189,Tue Jun 05 08:29:06 +0000 2012
synth_user_1,4ead3d08b80323ec92577f1c,Thu Jul 05 11:56:31 +0000 2012
synth_user_1,4b0d0c41f964a5206f4323e3,Sun Jan 27 08:22:29 +0000 2013
synth_user_1,4cf12318c9af6dcbc76a977f,Sun Dec 09 06:26:03 +0000 2012
synth_user_1,4c775cda93faa093a2c5f0fb,Mon Apr 15 11:13:08 +0000 2013
synth_user_1,4b1db859f964a520611424e3,Sat Dec 22 21:28:23 +0000 2012
synth_user_1,4ede0a572c5b50aba2d5ac4d,Mon Oct 29 00:49:56 +0000 2012
synth_user_1,4b9477c9f964a5209b7a34e3,Sun Jul 08 12:01:17 +0000 2012
synth_user_1,4e9ae268f5b9d59004b596ee,Sat Jul 14 11:10:41 +0000 2012
synth_user_1,4b0dc9c6f964a520255023e3,Tue Jan 15 12:07:56 +0000 2013
synth_user_1,4f2dd472e4b0d411bb802af8,Sun Jul 29 08:16:45 +0000 2012
synth_user_1,4bb9c1a6935e9521d3512790,Thu Oct 25 23:49:33 +0000 2012
synth_user_1,4b53aaeaf964a5200ca727e3,Thu Jun 14 04:44:19 +0000 2012
synth_user_1,4b0bb8b5f964a520363323e3,Wed Dec 05 10:10:44 +0000 2012
synth_user_1,4ec4701f6c254debeadd46ae,Sun May 27 12:53:29 +0000 2012
synth_user_2,4b058815f964a520acb022e3,Tue Dec 11 13:55:50 +0000 2012
synth_user_2,4ba4de2ff964a520f3bc38e3,Wed Apr 24 08:09:59 +0000 2013
synth_user_2,4b07f6b3f964a520a10123e3,Sun Feb 17 10:17:32 +0000 2013
synth_user_2,4e804a86dab45e82ff8e1464,Wed Jul 04 05:16:02 +0000 2012
synth_user_2,4c97396301dd76b0bc91c848,Sat May 05 10:52:08 +0000 2012
synth_user_2,4c853176ee6fef3bd6893a5c,Mon Oct 29 09:56:10 +0000 2012
synth_user_2,4b5c23d6f964a520772529e3,Tue May 22 13:07:22 +0000 2012
synth_user_2,4baeee64f964a52089e23be3,Sun Jun 03 13:37:30 +0000 2012
synth_user_2,4cf7952fdc40a35da8fb4d54,Fri Mar 15 08:43:17 +0000 2013
synth_user_2,4cb42d61c5e6a1cd4008f1f6,Wed Dec 19 03:58:27 +0000 2012
synth_user_2,4dd5a99ed22d38ef42bdc078,Thu Apr 19 09:02:40 +0000 2012
synth_user_2,4f13a7ede4b0958ec37cb6f5,Mon Nov 12 10:31:50 +0000 2012
synth_user_2,4b170fa2f964a520a7c123e3,Tue Nov 06 05:58:36 +0000 2012
synth_user_2,4b164600f964a520efb723e3,Sun Apr 22 11:56:34 +0000 2012
synth_user_2,4bbf1292ba9776b0697efec8,Mon Jan 14 05:39:12 +0000 2013
synth_user_2,4e35086d45dd1c42bf1add55,Wed Mar 06 06:37:19 +0000 2013
synth_user_2,4ac7f7f1f964a520e9ba20e3,Sun Apr 29 10:31:55 +0000 2012
synth_user_2,4b0cc7baf964a520cc4123e3,Sat May 05 07:09:25 +0000 2012
synth_user_2,4c91e551ae45224b5774eb97,Sat Aug 11 04:39:13 +0000 2012
synth_user_2,4b6a8c8bf964a52060d82be3,Wed Jun 27 06:35:45 +0000 2012
synth_user_2,4caafe0897c8a1cd060a97a5,Tue Jul 03 12:12:10 +0000 2012
synth_user_2,4f72e929e4b0905384f26bad,Tue May 08 23:13:22 +0000 2012
synth_user_2,4e0dad87a8099e152600c402,Sun Dec 30 09:04:28 +0000 2012
synth_user_2,4b8f2b6af964a520104c33e3,Sun Apr 15 02:00:06 +0000 2012
synth_user_2,4b0bb878f964a520353323e3,Tue May 14 05:59:00 +0000 2013
synth_user_2,50ecb8ace4b08fb46dc071f6,Mon Aug 20 06:49:40 +0000 2012
synth_user_2,4b058815f964a520afb022e3,Sun Dec 23 11:08:17 +0000 2012
synth_user_2,4b949b12f964a5208e7e34e3,Mon Jun 04 22:59:13 +0000 2012
synth_user_2,4f17e614e4b07e1b48a5e5cb,Wed Apr 11 07:42:56 +0000 2012
synth_user_2,5024c99ce4b0ea30b5987b36,Sat Oct 27 04:57:20 +0000 2012
synth_user_2,4b166771f964a520b8b823e3,Sat Jan 05 07:26:43 +0000 2013
synth_user_2,4b39e2d6f964a5206f5f25e3,Thu Jun 21 10:40:44 +0000 2012
synth_user_2,4b3e00a4f964a520be9725e3,Tue Nov 27 10:51:43 +0000 2012
synth_user_2,4b171e81f964a5209ec223e3,Sat Apr 14 05:09:49 +0000 2012
synth_user_2,4c8867330f3c236a94d9f25c,Mon Oct 08 11:25:18 +0000 2012
synth_user_2,4b5bf8d6f964a5208b1f29e3,Mon Jun 04 12:07:03 +0000 2012
synth_user_2,4b058815f964a520a7b022e3,Sun May 19 07:14:46 +0000 2013
synth_user_2,4e8d46a1775bde318a724194,Fri Mar 08 05:49:17 +0000 2013
synth_user_2,4f93b5d2e4b0a20c269ca1f8,Thu Dec 13 10:07:01 +0000 2012
synth_user_2,4b18f00ff964a5209ed623e3,Sat Jul 07 16:14:08 +0000 2012
synth_user_2,4cee2da5d7268cfa7561c84e,Thu Apr 12 11:20:55 +0000 2012
synth_user_2,4b058818f964a520a7b122e3,Fri Apr 27 10:48:45 +0000 2012
synth_user_2,4c9c86888afca09376b1ed15,Tue Aug 14 04:08:41 +0000 2012
synth_user_2,4b4e7e0ff964a520a7ef26e3,Sun Oct 28 23:39:42 +0000 2012
synth_user_2,4cbf9261021ca14327f15c0c,Thu May 31 14:38:36 +0000 2012
